cte,x,p,sin,x^2,px,xsin,p^2,psin,sin^2,initial_theta,delta_theta
0.0,0.0,0.0,0.19728319881496664,0.0,0.0,0.0,0.0,0.020070733169296487,0.0,-10.0,0.05
