cte,x,p,sin,x^2,px,xsin,p^2,psin,sin^2,initial_theta,delta_theta
0.0,0.0,0.0,0.2937351038045181,0.0,0.0,0.0,0.0,0.019178244831260807,0.0,-15.0,0.05
