cte,x,p,sin,x^2,px,xsin,p^2,psin,sin^2,x^3,px^2,x^2sin,p^2x,pxsin,xsin^2,p^3,p^2sin,psin^2,sin^3,x^4,px^3,x^3sin,p^2x^2,px^2sin,x^2sin^2,p^3x,p^2xsin,pxsin^2,xsin^3,p^4,p^3sin,p^2sin^2,psin^3,sin^4
0.0,0.0019951271605147796,-0.006061237195859577,0.0,0.0,0.0,0.0,0.03577389709034644,0.9987667134840549,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.057876755450927346,0.004882551815755072,0.0006194442693290761,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02037997016432412,-0.029883066936275668,-0.0026287713049862422,0.0,0.0
