cte,x,p,sin,x^2,px,xsin,p^2,psin,sin^2,x^3,px^2,x^2sin,p^2x,pxsin,xsin^2,p^3,p^2sin,psin^2,sin^3,x^4,px^3,x^3sin,p^2x^2,px^2sin,x^2sin^2,p^3x,p^2xsin,pxsin^2,xsin^3,p^4,p^3sin,p^2sin^2,psin^3,sin^4,initial_theta,delta_theta
0.0,0.017511993559455593,0.0,-15.932417691078395,0.0,-0.01628376915634271,0.0,0.0,7.880321685685923,0.0,0.0,0.0,0.0,-0.012873856482381546,0.0,0.0,0.0,12.057481516256098,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013646101706210109,0.0,0.0,0.0,0.0,-4.005312229735457,0.0,0.0,0.0,1.0,5e-05
