cte,x,p,x^2,px,p^2,x^3,px^2,p^2x,p^3
1.4000000266056625,7.500000211918301,0.053386721833589626,0.0,-0.15015015444918994,0.0,-1.0000000289257447,0.0,0.0,0.0
