cte,x,p,x^2,px,p^2,x^3,px^2,p^2x,p^3
0.8000005199498939,6.5000005543803105,0.07340673274191893,0.0,-0.11678345894131673,0.0,-1.000000055766802,0.0,0.0,0.0
