cte,x,p,x^2,px,p^2,x^3,px^2,p^2x,p^3,x^4,px^3,p^2x^2,p^3x,p^4,x^5,px^4,p^2x^3,p^3x^2,p^4x,p^5
0.6429574339423935,-0.2491977195808273,0.0,-1.8097230745645596,0.0,0.0,3.61407213823186,0.34407115195661336,0.0,0.0,3.7064894128612504,0.10945187609505673,0.0,0.0,0.0,0.7591795305064098,0.0,0.0,0.0,0.0,0.0
