cte,x,p,x^2,px,p^2,x^3,px^2,p^2x,p^3,initial_theta,delta_theta
3.0020020041182347,2.9964964987850773,0.40040040050926756,0.0,-0.7007007012386279,0.0,-1.0000000007058605,0.0,0.0,0.0,-5.0,0.005
