cte,x,a,b,x^2,ax,bx,a^2,ab,b^2,x^3,ax^2,bx^2,a^2x,abx,b^2x,a^3,a^2b,ab^2,b^3
0.0,0.0,0.0,0.0,0.0,0.03914906842201138,0.0,0.0,0.031323742269783544,-0.018296551023595144,-0.09123636514937405,-0.02097859436447423,0.11035073638819538,0.12204160271411248,0.10432960461410172,-0.15476854318495503,0.0,0.14683122007733154,-0.05459661043798085,-0.05621608662795678
