cte,x,p,x^2,px,p^2,x^3,px^2,p^2x,p^3
0.9999999188494276,6.9999999183438195,0.100100101987832,0.0,-0.20020019818400486,0.0,-0.9999999924222238,0.0,0.0,0.0
