cte,x,p,x^2,px,p^2,x^3,px^2,p^2x,p^3
0.8000000206204454,4.000000020258144,0.11011010963902186,0.0,-0.05005005042930027,0.0,-1.0000000026031794,0.0,0.0,0.0
