cte,x,a,b,x^2,ax,bx,a^2,ab,b^2,x^3,ax^2,bx^2,a^2x,abx,b^2x,a^3,a^2b,ab^2,b^3
0.0,0.025424722186515404,0.0,0.0,0.10339818580367356,0.06940946091745813,0.08038236233602952,0.01565199981048863,0.027312987717097503,0.0,-0.5022228469231228,0.23702910046443895,0.34058857870201936,0.038460200627561364,0.2790616570507477,0.2244148641189764,0.011420585748442789,0.06174877391121869,0.09076622222434931,-0.024463869648662682
