cte,x,p,sum_sin(xj-xi),x^2,px,xsum_sin(xj-xi),p^2,psum_sin(xj-xi),sum_sin^2(xj-xi)
0.0,0.0,0.0,0.012728119930596093,0.0,0.0,0.0,0.0,0.020144365734534896,0.0
