cte,x,p,sum_sin(xj-xi),x^2,px,xsum_sin(xj-xi),p^2,psum_sin(xj-xi),sum_sin^2(xj-xi)
0.0,0.001987846717841607,-0.002328678614228685,0.0,0.0,0.0,0.0,0.0064728712732892895,0.9964273681986674,0.0
