cte,x,p,sum_sin(xj+xi),x^2,px,xsum_sin(xj+xi),p^2,psum_sin(xj+xi),sum_sin^2(xj+xi)
-0.03559382271352077,0.0,0.1446326729634363,0.0,0.0,0.0,0.0,-0.1487905565303034,-0.07073595860364852,0.0
