cte,x,p,sum_sin(xj+xi),x^2,px,xsum_sin(xj+xi),p^2,psum_sin(xj+xi),sum_sin^2(xj+xi)
0.0,0.0,-0.029867685701189434,0.0,0.0,0.0,0.0,0.0,0.034348232650930885,0.0
