cte,x,p,sum_sin(xj+xi),x^2,px,xsum_sin(xj+xi),p^2,psum_sin(xj+xi),sum_sin^2(xj+xi)
-0.03564268688239936,0.0,-0.14200488276677578,-0.023033183832559832,0.0,0.017645416421403548,0.0,4.746780569107711,0.8137667249767404,0.02312774121375904
