cte,x,p,sum_sin(xj+xi),x^2,px,xsum_sin(xj+xi),p^2,psum_sin(xj+xi),sum_sin^2(xj+xi)
0.0,0.0,1.1425461573189568,-0.05155620934141947,0.0,-0.036536400137468464,0.0,-11.448030779588116,0.7022004471146602,0.0
