cte,x,p,sum_sin(xj+xi),x^2,px,xsum_sin(xj+xi),p^2,psum_sin(xj+xi),sum_sin^2(xj+xi)
0.06086494279008795,0.0,-0.2407601160800708,0.12267978280852268,0.0,0.0,0.0,0.08113469390594669,-0.12021030987243478,0.0365204383039598
