cte,x,p,sum_sin(xj+xi),x^2,px,xsum_sin(xj+xi),p^2,psum_sin(xj+xi),sum_sin^2(xj+xi),initial_theta,delta_theta
0.03333377911865655,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0451819766788128,-0.03919237929547299,-1.0,0.005
