cte,x,p,sum_sin(xj+xi),x^2,px,xsum_sin(xj+xi),p^2,psum_sin(xj+xi),sum_sin^2(xj+xi),initial_theta,delta_theta
-0.016705055521302935,0.0,0.0,0.0352258320803545,0.0,0.0,0.0,0.02169556373247376,0.03881924330035457,0.0,-1.0,0.005
