cte,x,p,sum_sin(xj+xi),x^2,px,xsum_sin(xj+xi),p^2,psum_sin(xj+xi),sum_sin^2(xj+xi),initial_theta,delta_theta
-0.03169355154236295,0.0,0.0,-0.1060739044292688,0.0,0.0,0.0,0.0,-0.014004363270513973,0.0,-10.0,0.05
