cte,x,p,sum_sin(xj+xi),x^2,px,xsum_sin(xj+xi),p^2,psum_sin(xj+xi),sum_sin^2(xj+xi)
-0.04652921486356782,0.0,-0.2157013712552734,-0.07522677238270302,0.0,0.0,0.0,0.057000533765434964,0.10520550200687838,0.03712030716864413
