cte,x,p,sum_sin(xj+xi),x^2,px,xsum_sin(xj+xi),p^2,psum_sin(xj+xi),sum_sin^2(xj+xi),initial_theta,delta_theta
0.13781866232613552,0.0,-0.27429439128352745,0.09394379655000905,0.0,0.011311669136739541,0.0,0.27483290686171263,-0.12502475203902963,-0.048619155577272144,0.0,0.005
