cte,x,p,sum_sin(xj+xi),x^2,px,xsum_sin(xj+xi),p^2,psum_sin(xj+xi),sum_sin^2(xj+xi)
0.1762399699081486,0.0,-0.08226165803646339,0.13699820069463092,0.0,0.0,0.0,0.016811976622321853,-0.14740544101724687,-0.08091337086806952
