cte,x,p,sum_sin(xj+xi),x^2,px,xsum_sin(xj+xi),p^2,psum_sin(xj+xi),sum_sin^2(xj+xi),initial_theta,delta_theta
0.10012982049929063,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014245382513026185,-0.07808934829170462,0.0,0.005
