cte,x,p,sum_sin(xj+xi),x^2,px,xsum_sin(xj+xi),p^2,psum_sin(xj+xi),sum_sin^2(xj+xi),initial_theta,delta_theta
0.0,0.0,0.0,-0.03645961514734696,0.0,0.0,0.0,-0.05098183988849329,-0.05248512267665384,0.0,-1.0,0.01
