cte,x,p,sum_sin(xj+xi),x^2,px,xsum_sin(xj+xi),p^2,psum_sin(xj+xi),sum_sin^2(xj+xi)
0.0,0.0,0.02063553083037401,0.0,0.0,0.0,0.0,0.9761181065030216,0.24244055137313572,0.0
