cte,x,p,sum_sin(xj+xi),x^2,px,xsum_sin(xj+xi),p^2,psum_sin(xj+xi),sum_sin^2(xj+xi)
0.12514378433673412,0.0,-0.03219241522219152,-0.014803215230179499,0.0,0.0,0.0,0.0,0.07158351235351847,-0.017648616481780944
