cte,x,p,sum_sin(xj+xi),x^2,px,xsum_sin(xj+xi),p^2,psum_sin(xj+xi),sum_sin^2(xj+xi),initial_theta,delta_theta
0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.08782811953619553,-0.0519107102242046,0.0,0.0,0.005
