cte,x,p,sum_sin(xj+xi),x^2,px,xsum_sin(xj+xi),p^2,psum_sin(xj+xi),sum_sin^2(xj+xi)
-0.01698146305982429,0.0,-0.07668572441506678,0.03784471412012048,0.0,0.0,0.0,0.013233047061560829,-0.08074642373895419,0.023346879885238193
