cte,x,p,sum_sin(xj+xi),x^2,px,xsum_sin(xj+xi),p^2,psum_sin(xj+xi),sum_sin^2(xj+xi)
-0.019064831679916617,0.0,0.13294246123710537,0.016333679166565408,0.0,0.0,0.0,-4.242767998562473,0.4393404129310726,0.0
