cte,x,p,sum_sin(xj+xi),x^2,px,xsum_sin(xj+xi),p^2,psum_sin(xj+xi),sum_sin^2(xj+xi)
-0.22990612995024112,0.0,0.26870057782358586,-0.10163936851915993,0.0,0.05300006482735722,0.0,7.875601547826574,1.28753597021639,0.030394817455990913
