cte,x,p,sum_sin(xj+xi),x^2,px,xsum_sin(xj+xi),p^2,psum_sin(xj+xi),sum_sin^2(xj+xi),initial_theta,delta_theta
0.45264495401945093,0.0,0.018112002274375073,-0.07894163686542842,0.0,0.0,0.0,0.0,0.0,0.0,-20.0,0.05
