cte,x,p,sum_sin(xj+xi),x^2,px,xsum_sin(xj+xi),p^2,psum_sin(xj+xi),sum_sin^2(xj+xi)
0.08984054204601848,0.0,0.1346766229816338,-0.03959892961038212,0.0,0.0,0.0,-0.053166877681201825,0.09260071541787651,-0.029357582719423868
