cte,x,p,sum_sin(xj+xi),x^2,px,xsum_sin(xj+xi),p^2,psum_sin(xj+xi),sum_sin^2(xj+xi)
-0.018034930380413764,0.0,0.6603586809431675,0.04983625984005027,0.0,0.0,0.0,-3.891403534722616,-0.8423688298494448,0.0
