cte,x,p,sum_sin(xj+xi),x^2,px,xsum_sin(xj+xi),p^2,psum_sin(xj+xi),sum_sin^2(xj+xi)
0.23903669073488637,0.0,0.13709427266985624,0.059362234981281334,0.0,0.0,0.0,-6.086994739262549,-1.111548818998197,-0.046682678004679644
