cte,x,p,sum_sin(xj+xi),x^2,px,xsum_sin(xj+xi),p^2,psum_sin(xj+xi),sum_sin^2(xj+xi),initial_theta,delta_theta
-0.09480308550116898,0.0,-0.010424532851665736,0.11280412968488229,0.0,0.0,0.0,0.0,0.015317223530441529,0.029360305681366976,-10.0,0.05
