cte,x,p,sum_sin(xj+xi),x^2,px,xsum_sin(xj+xi),p^2,psum_sin(xj+xi),sum_sin^2(xj+xi),initial_theta,delta_theta
0.012353655630190972,0.0,0.019086975629076224,0.024861212625513756,0.0,0.0,0.0,0.011131634053414096,0.02376244903357818,0.0,-1.0,0.01
