cte,x,p,sum_sin(xj+xi),x^2,px,xsum_sin(xj+xi),p^2,psum_sin(xj+xi),sum_sin^2(xj+xi)
-0.045945770716091974,0.0,0.07492848241127088,0.10361927734212383,0.0,0.0,0.0,-0.13503928077108623,0.07690009111287173,0.045890886651234884
