cte,x,p,sum_sin(xj+xi),x^2,px,xsum_sin(xj+xi),p^2,psum_sin(xj+xi),sum_sin^2(xj+xi),initial_theta,delta_theta
0.011480152129827451,0.0,0.0,0.02130628731231132,0.0,0.0,0.0,0.0,0.02803084426081832,-0.011008679580581488,-1.0,0.01
