cte,x,p,sum_sin(xj+xi),x^2,px,xsum_sin(xj+xi),p^2,psum_sin(xj+xi),sum_sin^2(xj+xi)
-0.026841789820156038,0.0,-0.9596171474526748,-0.10942670396269807,0.0,0.0,0.0,2.035935592483509,1.0045539985807104,0.04130904535018944
