cte,x,p,sum_sin(xj+xi),x^2,px,xsum_sin(xj+xi),p^2,psum_sin(xj+xi),sum_sin^2(xj+xi),initial_theta,delta_theta
-0.309251445452673,0.0,-0.01605255703539609,0.06316268202440538,0.0,0.0,0.0,0.0,0.0,0.0,-20.0,0.05
