cte,x,p,sum_sin(xj+xi),x^2,px,xsum_sin(xj+xi),p^2,psum_sin(xj+xi),sum_sin^2(xj+xi)
-0.06410838382562432,0.0,0.0,-0.07235930020494398,0.0,0.0,0.0,0.0,0.05830712326464165,0.04354016660388924
