cte,x,p,sum_sin(xj+xi),x^2,px,xsum_sin(xj+xi),p^2,psum_sin(xj+xi),sum_sin^2(xj+xi),initial_theta,delta_theta
0.019794320854010852,0.0,-0.028703310468478727,0.01638624808938968,0.0,0.0,0.0,0.0,0.0641006025037718,-0.01735690308695515,-1.0,0.005
