library,mean_smape,lower_smape,upper_smape,mean_smape_p,lower_smape_p,upper_smape_p,mean_smape_t,lower_smape_t,upper_smape_t
2,0.014929271044432962,0.012948276304298139,0.016910265784567783,0.540518231921411,0.5287644164422174,0.5522720474006046,0.5003130751994942,0.5003014193217876,0.5003247310772008
3,0.02819797147428669,0.012790788630222268,0.04360515431835111,0.6557789408787231,0.6479994469581656,0.6635584347992807,0.5003130751994942,0.5003014193217876,0.5003247310772008
4,0.028686857289427988,0.012602190730387486,0.04477152384846849,0.6884264426546803,0.6801025926174517,0.696750292691909,0.5053089047056756,0.49708976084143014,0.513528048569921
5,0.2967036530555987,0.23824605053986353,0.3551612555713339,0.6730059211902383,0.6435484704980742,0.7024633718824024,0.4807366298609155,0.4455383375527283,0.5159349221691026
