library,mean_smape,lower_smape,upper_smape,mean_smape_p,lower_smape_p,upper_smape_p,mean_smape_t,lower_smape_t,upper_smape_t
2,0.024591826491800868,0.013176074278569861,0.03600757870503188,0.5605723126345543,0.5473649171226077,0.5737797081465009,0.5003994625402726,0.5003832679577922,0.5004156571227529
3,0.09559921078140775,0.06376730618009227,0.12743111538272323,0.6707292578047249,0.6652457773920774,0.6762127382173725,0.5003994625402726,0.5003832679577922,0.5004156571227529
4,0.11224337630719962,0.07601734371778712,0.14846940889661212,0.6986043893236261,0.6898298680368118,0.7073789106104404,0.503623761925446,0.4983165194328688,0.5089310044180232
5,0.23074733049060875,0.1848118747802449,0.2766827862009726,0.6858344747550892,0.6589230207211451,0.7127459287890333,0.4907616725542465,0.45568797491263735,0.5258353701958557
