library,mean_smape,lower_smape,upper_smape,mean_smape_p,lower_smape_p,upper_smape_p,mean_smape_t,lower_smape_t,upper_smape_t
2,0.014882619613678873,0.012926441760209403,0.016838797467148343,0.560537614108443,0.5473293401982003,0.5737458880186858,0.5003597906737433,0.5003455652829137,0.5003740160645728
3,0.0515702037939064,0.027485255993444948,0.07565515159436785,0.6665796134449447,0.6609186556393476,0.6722405712505417,0.5003597906737433,0.5003455652829137,0.5003740160645728
4,0.04871811543864151,0.02632942988688586,0.07110680099039716,0.7019187742941279,0.6933543145061322,0.7104832340821235,0.5053545896944922,0.4971362010752014,0.513572978313783
5,0.258690387325754,0.20536890311026187,0.3120118715412461,0.674445236311794,0.6471043080897476,0.7017861645338404,0.5033636814946018,0.4713879156421495,0.5353394473470541
