library,mean_smape,lower_smape,upper_smape,mean_smape_ab,lower_smape_ab,upper_smape_ab,mean_smape_t,lower_smape_t,upper_smape_t
3,0.0030984373156199597,-0.001998037057405989,0.008194911688645909,0.38583283453308104,0.37260275257065045,0.3990629164955116,0.13580435795278403,0.09258493482494948,0.1790237810806186
4,1.0041904124648229e-09,8.513047906460173e-10,1.1570760342836284e-09,0.9041682159991613,0.8852770036346856,0.923059428363637,0.37824120929827776,0.3140912152407405,0.442391203355815
5,0.5565366525304635,0.4974225543741316,0.6156507506867953,1.0,1.0,1.0,0.9673691910188147,0.9553463988956421,0.9793919831419873
6,0.8209567948054829,0.7842652049277361,0.8576483846832297,1.0,1.0,1.0,0.9551787166483428,0.947968949955344,0.9623884833413415
