library,mean_smape,lower_smape,upper_smape,mean_smape_ab,lower_smape_ab,upper_smape_ab,mean_smape_t,lower_smape_t,upper_smape_t
3,0.01830200405759698,0.0002488283598532197,0.036355179755340736,0.4227776321378504,0.4120348661508227,0.43352039812487814,0.15784777207828607,0.11561674695684819,0.20007879719972393
4,0.5099561423929487,0.4411065145405749,0.5788057702453225,0.9640318280577889,0.9500301655716484,0.9780334905439293,0.5259537535396518,0.46145490588749816,0.5904526011918054
5,0.8350038911366838,0.8030138505744698,0.8669939316988978,1.0,1.0,1.0,0.9295811408394602,0.9167956308345763,0.9423666508443441
6,0.9017668147879013,0.8706499181756648,0.9328837114001378,1.0,1.0,1.0,0.9688396972093385,0.9622977028829915,0.9753816915356854
