library,mean_smape,lower_smape,upper_smape,mean_smape_ab,lower_smape_ab,upper_smape_ab,mean_smape_t,lower_smape_t,upper_smape_t
3,0.012751745907484378,-0.0029385906380018575,0.028442082452970613,0.4097111360389843,0.39618598629213864,0.42323628578582995,0.15149422558520576,0.10935749438541376,0.19363095678499775
4,0.2339776437832583,0.17327348396362882,0.29468180360288776,0.9136648758425057,0.8978329721122856,0.9294967795727257,0.4216918538863373,0.35826251295610656,0.485121194816568
5,0.6785827442069158,0.6253688480548742,0.7317966403589573,1.0,1.0,1.0,0.9442910590244431,0.930090545517749,0.9584915725311373
6,0.8540856617833271,0.8200530049000775,0.8881183186665768,1.0,1.0,1.0,0.9434764713777937,0.9325157903648328,0.9544371523907546
