library,mean_smape,lower_smape,upper_smape,mean_smape_p,lower_smape_p,upper_smape_p,mean_smape_t,lower_smape_t,upper_smape_t
2,0.03440158756586528,0.018543604314118417,0.05025957081761215,0.5664309206282625,0.5527721243936475,0.5800897168628775,0.5004307353729894,0.5004124935526391,0.5004489771933398
3,0.13246413569834073,0.09575852534044106,0.1691697460562404,0.6665876102753262,0.6591825564212597,0.6739926641293927,0.5004307353729894,0.5004124935526391,0.5004489771933398
4,0.17178226904107816,0.12619575222426724,0.21736878585788907,0.7051747016656391,0.6970665180469493,0.7132828852843289,0.5039875453119084,0.49813220464488084,0.5098428859789359
5,0.2525261214715718,0.2063963043871358,0.29865593855600775,0.6747812742650565,0.6494098840097082,0.7001526645204048,0.49957358176475913,0.46889200967611916,0.530255153853399
