cte,x,p,x^2,px,p^2,x^3,px^2,p^2x,p^3,x^4,px^3,p^2x^2,p^3x,p^4,x^5,px^4,p^2x^3,p^3x^2,p^4x,p^5,x^6,px^5,p^2x^4,p^3x^3,p^4x^2,p^5x,p^6
0.0,0.0,0.0,-16.09229528683221,0.0,0.0,-28.945085410580607,0.0,0.0,0.0,-19.354036558382727,0.0,0.0,0.0,0.0,-5.718162819869097,0.0,0.0,0.0,0.0,0.0,-0.6307108586088138,0.0,0.0,0.0,0.0,0.0,0.0
