cte,x,p,x^2,px,p^2,x^3,px^2,p^2x,p^3,x^4,px^3,p^2x^2,p^3x,p^4,x^5,px^4,p^2x^3,p^3x^2,p^4x,p^5
155.06319552914533,362.77208800164965,0.0,339.07142333002145,0.0,0.0,157.99999912816523,0.0,0.0,0.0,36.68619848700171,0.0,0.0,0.0,0.0,3.3948424581956504,0.0,0.0,0.0,0.0,0.0
