cte,x,a,b,x^2,ax,bx,a^2,ab,b^2,x^3,ax^2,bx^2,a^2x,abx,b^2x,a^3,a^2b,ab^2,b^3
0.0,0.0,0.9999999999720244,0.0,0.0,0.0,0.9999999999538469,0.0,0.0,0.0,-0.9999999999506409,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
