cte,x,p,x^2,px,p^2,x^3,px^2,p^2x,p^3,initial_theta,delta_theta
1.4004004418445979,4.582609112762071,0.4004004023868381,0.0,0.3866618269407072,0.0,-1.000000003021971,0.0,-0.19594725415465636,0.0,-1.0,0.005
