cte,x,p,x^2,px,p^2,x^3,px^2,p^2x,p^3,initial_theta,delta_theta
1.0000000128299362,4.000000009729029,2.002002014140329,0.0,6.92611804309264,0.0,-1.0000000008345655,0.0,-7.935054092608112,0.0,0.0,0.001
