cte,x,p,x^2,px,p^2,x^3,px^2,p^2x,p^3,initial_theta,delta_theta
1.400400551236535,4.699060157958833,0.400400411076637,0.0,0.47396361993187375,0.0,-1.0000000088096874,0.0,-0.22509643218612704,0.0,-1.0,0.005
