cte,x,p,x^2,px,p^2,x^3,px^2,p^2x,p^3
55.71051509711941,89.79931282036354,0.0,45.014827237477256,0.3842138272290464,0.0,6.903546378904465,0.0,-0.05736735632376063,0.0
