cte,x,p,x^2,px,p^2,x^3,px^2,p^2x,p^3,initial_theta,delta_theta
1.0796797711263293,6.600600866816378,0.3203203252918235,0.0,-0.6006006245347231,0.0,-1.0000000372080402,0.0,0.0,0.0,1.0,0.005
