cte,x,a,b,x^2,ax,bx,a^2,ab,b^2,x^3,ax^2,bx^2,a^2x,abx,b^2x,a^3,a^2b,ab^2,b^3
0.0,0.01245752737731907,0.0,0.0,0.0,0.042720111760372555,0.012417988955242853,0.0,0.03993727611433749,-0.025968353048016028,-0.09560053635659312,-0.031042589444494798,0.12640712046582273,0.13941090902521336,0.07746144592175033,-0.14365365976258862,0.0,0.16544811062461887,-0.08576327022568937,-0.04287713752394991
