cte,x,p,x^2,px,p^2,x^3,px^2,p^2x,p^3,initial_theta,delta_theta
2.0000000131966975,4.000000036153802,0.10010010168137938,0.0,-0.10010010089712586,0.0,-1.0000000100464865,0.0,0.0,0.0,0.0,0.01
