cte,x,a,b,x^2,ax,bx,a^2,ab,b^2,x^3,ax^2,bx^2,a^2x,abx,b^2x,a^3,a^2b,ab^2,b^3
0.0,0.014561146914439589,0.0,0.01054911405663819,0.017521937321228417,0.03754681423735597,0.0634243680574403,0.0,0.04595051671261584,-0.011283716882693006,-0.17305559181049807,0.0,0.1810424955653229,0.046849480681160065,0.310088978946986,-0.16903686764164289,-0.04391850658017106,0.19167475537109607,-0.023289944589455876,-0.06615569780637907
