cte,x,p,x^2,px,p^2,x^3,px^2,p^2x,p^3,x^4,px^3,p^2x^2,p^3x,p^4,x^5,px^4,p^2x^3,p^3x^2,p^4x,p^5,initial_theta,delta_theta
-40.122094372381284,26.241241361134033,-48.682727365037586,4.452774745696176,4.097320307268359,41.65333501176336,-23.4625371043983,61.20453771149223,33.94110348826382,-1.682571031709738,-11.375131061848265,32.03074357269568,6.885356886464651,-0.5916482616986668,0.0,-1.511430919118092,4.654794834879691,0.0,0.0,0.0,0.0,1.0,0.01
